Election date,Poll ID,State,Pollster,Sponsors,Poll start date,Poll end date,Source,Partisan,Method,Population type,Observations,Democratic,Republican,Other,Undecided
2008-11-04,20080468,IN,Zogby,Reuters,,2008-11-03,,NonPartisan,Phone,Likely.Voters,585,45,50,0,5
2008-11-04,20080469,IN,ARG,,,2008-10-31,,NonPartisan,Phone,Likely.Voters,600,48,48,1,3
2008-11-04,20080470,IN,DownsCenter,,,2008-10-30,,NonPartisan,IVR,Likely.Voters,900,47,47,2,4
2008-11-04,20080471,IN,Rasmussen,,,2008-10-29,,NonPartisan,IVR,Likely.Voters,500,46,49,1,4
2008-11-04,20080472,IN,Selzer,IndyStar,,2008-10-28,,NonPartisan,Phone,Likely.Voters,606,46,45,0,0
2008-11-04,20080473,IN,Selzer,IndyStar,,2008-09-16,,NonPartisan,Phone,Likely.Voters,600,47,44,3,6
2008-11-04,20080474,IN,Research2000,,,2008-10-26,,NonPartisan,Phone,Likely.Voters,600,48,47,0,0
2008-11-04,20080475,IN,Zogby,,,2008-10-20,,NonPartisan,Internet,Likely.Voters,473,42,53,0,5
2008-11-04,20080476,IN,Zogby,,,2008-06-30,,NonPartisan,Internet,Likely.Voters,758,39,40,10,10
2008-11-04,20080477,IN,PPP,,,2008-10-19,,Partisan,IVR,Likely.Voters,1411,48,46,0,6
2008-11-04,20080478,IN,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,795,45,53,1,1
2008-11-04,20080479,IN,Rasmussen,,,2008-09-18,,NonPartisan,IVR,Likely.Voters,500,47,49,2,3
2008-11-04,20080480,IN,Zogby,Reuters,,2008-10-26,,NonPartisan,Phone,Likely.Voters,600,44,50,0,6
2008-11-04,20080481,IN,Research2000,,,2008-10-03,,NonPartisan,Phone,Likely.Voters,800,46,46,0,8
2008-11-04,20080482,IN,ARG,,,2008-09-16,,NonPartisan,Phone,Likely.Voters,600,44,47,2,4
2008-11-04,20080483,IN,DownsCenter,,,2008-04-16,,NonPartisan,IVR,Likely.Voters,1254,44,51,0,5
2008-11-04,20080484,IN,SurveyUSA,,,2008-09-29,,NonPartisan,IVR,Likely.Voters,687,45,48,3,3
2008-11-04,20080485,IN,Research2000,,,2008-09-30,,NonPartisan,Phone,Likely.Voters,600,45,46,0,9
2008-11-04,20080486,IN,Zogby,,,2008-10-13,,NonPartisan,Internet,Likely.Voters,450,44,49,0,7
2008-11-04,20080487,IN,DownsCenter,,,2008-04-30,,NonPartisan,IVR,Likely.Voters,1274,48,47,0,5
2008-11-04,20080488,IN,Rasmussen,,,2008-08-21,,NonPartisan,IVR,Likely.Voters,500,43,49,2,6
2008-11-04,20080489,IN,IndianaLegislativeInsight,,,2008-06-01,,NonPartisan,Phone,Registered.Voters,601,38,47,0,0
2008-11-04,20080490,IN,BigTen,,,2008-10-22,,NonPartisan,Phone,Likely.Voters,586,51,42,1,6
2008-11-04,20080491,IN,Research2000,,,2008-04-24,,NonPartisan,Phone,Likely.Voters,600,43,51,0,6
2008-11-04,20080492,IN,Research2000,,,2008-10-28,,NonPartisan,Phone,Likely.Voters,800,47,47,0,6
2008-11-04,20080493,IN,BigTen,,,2008-09-17,,NonPartisan,Phone,Registered.Voters,612,43,47,2,8
2008-11-04,20080494,IN,SurveyUSA,,,2008-06-23,,NonPartisan,IVR,Likely.Voters,627,48,47,3,2
2008-11-04,20080495,IN,CNN,Time,,2008-10-06,,NonPartisan,Phone,Likely.Voters,667,46,51,0,2
2008-11-04,20080496,IN,HoweyGauge,,,2008-10-24,,NonPartisan,Phone,Registered.Voters,600,45,47,0,0
2008-11-04,20080497,IN,Selzer,Star | WTHR,,2008-04-23,,NonPartisan,Phone,Likely.Voters,384,49,41,0,10
2008-11-04,20080498,IN,SurveyUSA,,,2008-08-18,,NonPartisan,IVR,Likely.Voters,645,44,50,3,3
2008-11-04,20080499,IN,SurveyUSA,,,2008-10-22,,NonPartisan,IVR,Likely.Voters,631,49,45,3,3
2008-11-04,20080500,IN,SurveyUSA,,,2008-02-04,,NonPartisan,IVR,Registered.Voters,499,40,50,0,9
2008-11-04,20080501,IN,CNN,Time,,2008-09-16,,NonPartisan,Phone,Registered.Voters,890,45,51,0,4
2008-11-04,20080502,IN,HoweyGauge,,,2008-08-30,,NonPartisan,Phone,Registered.Voters,600,43,45,0,11
2008-11-04,20080503,IN,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,579,41,50,0,9
2008-11-04,20080504,IN,Rasmussen,,,2008-10-07,,NonPartisan,IVR,Likely.Voters,500,43,50,3,4
2008-11-04,20080505,IN,PPP,,,2008-11-02,,Partisan,IVR,Likely.Voters,2634,49,48,0,3
2008-11-04,20080506,KS,Rasmussen,,,2008-10-13,,NonPartisan,IVR,Likely.Voters,500,41,54,2,3
2008-11-04,20080507,KS,Rasmussen,,,2008-07-15,,NonPartisan,IVR,Likely.Voters,500,35,58,3,4
2008-11-04,20080508,KS,CooperSecrest,,,2008-06-08,,Partisan,Phone,Likely.Voters,808,41,45,0,0
2008-11-04,20080509,KS,Research2000,,,2007-03-23,,NonPartisan,Phone,Likely.Voters,600,34,46,0,20
2008-11-04,20080510,KS,Rasmussen,,,2008-05-13,,NonPartisan,IVR,Likely.Voters,500,34,55,7,4
2008-11-04,20080511,KS,Rasmussen,,,2008-06-11,,NonPartisan,IVR,Likely.Voters,500,37,47,6,10
2008-11-04,20080512,KS,Rasmussen,,,2008-08-11,,NonPartisan,IVR,Likely.Voters,500,41,55,1,3
2008-11-04,20080513,KS,SurveyUSA,,,2007-12-15,,NonPartisan,IVR,Registered.Voters,529,36,56,0,8
2008-11-04,20080514,KS,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,499,41,52,2,4
2008-11-04,20080515,KS,SurveyUSA,,,2008-09-22,,NonPartisan,IVR,Likely.Voters,666,41,53,4,3
2008-11-04,20080516,KS,SurveyUSA,,,2008-02-17,,NonPartisan,IVR,Registered.Voters,514,44,50,0,7
2008-11-04,20080517,KS,SurveyUSA,,,2008-03-16,,NonPartisan,IVR,Registered.Voters,516,39,51,0,10
2008-11-04,20080519,KS,SurveyUSA,,,2008-10-22,,NonPartisan,IVR,Likely.Voters,613,41,53,4,2
2008-11-04,20080521,KS,POS,,,2008-10-06,,Partisan,Phone,Likely.Voters,500,38,51,0,0
2008-11-04,20080522,KS,Rasmussen,,,2008-09-18,,NonPartisan,IVR,Likely.Voters,500,38,58,1,3
2008-11-04,20080523,KS,SurveyUSA,,,2007-11-11,,NonPartisan,IVR,Registered.Voters,542,37,53,0,10
2008-11-04,20080524,KS,SurveyUSA,,,2008-04-13,,NonPartisan,IVR,Registered.Voters,516,37,54,0,9
2008-11-04,20080525,KS,ARG,,,2008-09-10,,NonPartisan,Phone,Likely.Voters,600,31,63,0,6
2008-11-04,20080526,KS,SurveyUSA,,,2008-08-20,,NonPartisan,IVR,Likely.Voters,641,35,58,4,3
2008-11-04,20080527,KS,SurveyUSA,,,2008-10-28,,NonPartisan,IVR,Likely.Voters,626,37,58,3,2
2008-11-04,20080528,KS,Research2000,DailyKos,,2008-06-04,,Partisan,Phone,Likely.Voters,600,40,51,0,9
2008-11-04,20080529,KS,Targetpoint,,,2008-07-01,,Partisan,Phone,Registered.Voters,3004,36,49,0,0
2008-11-04,20080530,KS,SurveyUSA,,,2008-02-26,,NonPartisan,IVR,Registered.Voters,600,41,50,0,9
2008-11-04,20080531,KS,SurveyUSA,,,2008-01-17,,NonPartisan,IVR,Registered.Voters,512,39,53,0,8
2008-11-04,20080532,KS,SurveyUSA,POS,,2008-06-23,,Partisan,IVR,Likely.Voters,540,39,50,0,0
2008-11-04,20080534,KS,SurveyUSA,,,2008-05-18,,NonPartisan,IVR,Registered.Voters,600,39,49,0,12
2008-11-04,20080535,KY,Research2000,HeraldLeader | WKYT,,2008-05-09,,NonPartisan,Phone,Likely.Voters,500,33,58,0,9
2008-11-04,20080536,KY,SurveyUSA,,,2008-02-04,,NonPartisan,IVR,Registered.Voters,540,32,61,0,7
2008-11-04,20080537,KY,MasonDixon,,,2008-10-29,,NonPartisan,Phone,Likely.Voters,817,42,51,0,7
2008-11-04,20080538,KY,Rasmussen,,,2008-05-22,,NonPartisan,IVR,Likely.Voters,500,32,57,7,4
2008-11-04,20080539,KY,SurveyUSA,,,2008-06-16,,NonPartisan,IVR,Likely.Voters,626,41,53,4,2
2008-11-04,20080540,KY,Rasmussen,,,2008-10-29,,NonPartisan,IVR,Likely.Voters,500,43,55,2,1
2008-11-04,20080541,KY,SurveyUSA,,,2008-11-01,,NonPartisan,IVR,Likely.Voters,616,40,56,2,2
2008-11-04,20080542,KY,Research2000,DailyKos,,2008-10-29,,Partisan,Phone,Likely.Voters,600,39,56,3,2
2008-11-04,20080543,KY,SurveyUSA,,,2008-05-18,,NonPartisan,IVR,Registered.Voters,600,32,56,0,13
2008-11-04,20080544,KY,MasonDixon,,,2008-09-25,,NonPartisan,Phone,Likely.Voters,717,41,53,0,6
2008-11-04,20080546,KY,Rasmussen,,,2008-09-30,,NonPartisan,IVR,Likely.Voters,500,42,52,2,4
2008-11-04,20080547,KY,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,606,33,54,0,13
2008-11-04,20080548,KY,SurveyUSA,,,2008-03-16,,NonPartisan,IVR,Registered.Voters,535,28,64,0,8
2008-11-04,20080549,KY,Research2000,DailyKos,,2008-10-16,,Partisan,Phone,Likely.Voters,600,39,53,3,5
2008-11-04,20080550,KY,Research2000,HeraldLeader | WKYT,,2008-10-21,,NonPartisan,Phone,Likely.Voters,600,39,55,3,3
2008-11-04,20080551,KY,SurveyUSA,,,2007-11-11,,NonPartisan,IVR,Registered.Voters,560,34,56,0,10
2008-11-04,20080552,KY,SurveyUSA,,,2008-08-11,,NonPartisan,IVR,Likely.Voters,636,37,55,4,3
2008-11-04,20080553,KY,VCR,,,2008-06-17,,Partisan,Phone,Likely.Voters,601,31,50,0,0
2008-11-04,20080554,KY,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,486,41,53,2,4
2008-11-04,20080555,KY,Rasmussen,,,2008-10-21,,NonPartisan,IVR,Likely.Voters,500,44,52,1,3
2008-11-04,20080556,KY,ARG,,,2008-09-12,,NonPartisan,Phone,Likely.Voters,600,37,57,1,5
2008-11-04,20080557,KY,Zogby,,,2008-06-30,,NonPartisan,Internet,Likely.Voters,529,39,44,10,8
2008-11-04,20080558,KY,SurveyUSA,,,2008-04-13,,NonPartisan,IVR,Registered.Voters,538,34,56,0,10
2008-11-04,20080560,KY,SurveyUSA,,,2007-12-15,,NonPartisan,IVR,Registered.Voters,534,35,53,0,12
2008-11-04,20080561,KY,Research2000,DailyKos,,2008-09-17,,Partisan,Phone,Likely.Voters,600,37,55,0,8
2008-11-04,20080563,KY,Research2000,DailyKos,,2008-07-30,,Partisan,Phone,Likely.Voters,600,35,56,0,9
2008-11-04,20080564,KY,SurveyUSA,,,2008-10-20,,NonPartisan,IVR,Likely.Voters,535,41,54,2,3
2008-11-04,20080565,KY,Rasmussen,,,2008-07-29,,NonPartisan,IVR,Likely.Voters,500,43,52,2,2
2008-11-04,20080566,KY,SurveyUSA,,,2008-09-22,,NonPartisan,IVR,Likely.Voters,672,38,57,2,2
2008-11-04,20080567,KY,Rasmussen,,,2008-06-25,,NonPartisan,IVR,Likely.Voters,500,35,51,8,6
2008-11-04,20080568,KY,SurveyUSA,,,2008-01-06,,NonPartisan,IVR,Registered.Voters,554,35,54,0,11
2008-11-04,20080569,LA,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,606,39,54,0,6
2008-11-04,20080570,LA,Rasmussen,,,2008-05-28,,NonPartisan,IVR,Likely.Voters,500,41,50,6,4
2008-11-04,20080571,LA,ORC,SouthernMedia,,2008-06-28,,NonPartisan,Phone,Likely.Voters,600,36,52,0,12
2008-11-04,20080572,LA,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,436,45,52,1,3
2008-11-04,20080573,LA,ORC,SouthernMedia,,2008-04-09,,NonPartisan,Phone,Likely.Voters,600,35,51,0,14
2008-11-04,20080574,LA,Rasmussen,,,2008-10-21,,NonPartisan,IVR,Likely.Voters,500,41,57,1,2
2008-11-04,20080575,LA,Rasmussen,,,2008-08-14,,NonPartisan,IVR,Likely.Voters,500,39,57,2,2
2008-11-04,20080576,LA,SELouisianaUniv,,,2008-10-23,,NonPartisan,Phone,Registered.Voters,503,39,51,2,6
2008-11-04,20080577,LA,ARG,,,2008-09-12,,NonPartisan,Phone,Likely.Voters,600,43,50,1,6
2008-11-04,20080578,LA,Zogby,,,2008-06-30,,NonPartisan,Internet,Likely.Voters,431,40,47,8,5
2008-11-04,20080579,LA,LoyolaUniv,WWL,,2008-10-26,,NonPartisan,Phone,Registered.Voters,500,40,43,0,0
2008-11-04,20080580,LA,Rasmussen,,,2008-09-25,,NonPartisan,IVR,Likely.Voters,500,40,55,2,3
2008-11-04,20080581,LA,Rasmussen,,,2008-07-10,,NonPartisan,IVR,Likely.Voters,500,34,54,6,6
2008-11-04,20080583,MA,Rasmussen,,,2008-10-13,,NonPartisan,IVR,Likely.Voters,500,62,34,0,4
2008-11-04,20080584,MA,Rasmussen,,,2008-04-23,,NonPartisan,IVR,Likely.Voters,500,51,39,6,4
2008-11-04,20080585,MA,Rasmussen,,,2008-06-30,,NonPartisan,IVR,Likely.Voters,500,53,33,4,10
2008-11-04,20080586,MA,SurveyUSA,,,2008-10-14,,NonPartisan,IVR,Likely.Voters,624,59,35,0,6
2008-11-04,20080587,MA,Rasmussen,,,2008-08-05,,NonPartisan,IVR,Likely.Voters,500,54,38,2,5
2008-11-04,20080588,MA,SurveyUSA,,,2008-02-17,,NonPartisan,IVR,Registered.Voters,544,48,46,0,6
2008-11-04,20080589,MA,Rasmussen,,,2008-03-18,,NonPartisan,IVR,Likely.Voters,500,49,42,4,5
2008-11-04,20080590,MA,Rasmussen,,,2008-09-23,,NonPartisan,IVR,Likely.Voters,500,58,38,1,3
2008-11-04,20080591,MA,ARG,,,2008-09-22,,NonPartisan,Phone,Likely.Voters,600,55,39,1,5
2008-11-04,20080592,MA,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,705,57,39,2,2
2008-11-04,20080593,MA,SurveyUSA,,,2008-03-16,,NonPartisan,IVR,Registered.Voters,510,47,47,0,6
2008-11-04,20080594,MA,SurveyUSA,,,2008-01-21,,NonPartisan,IVR,Registered.Voters,562,45,50,0,6
2008-11-04,20080595,MA,SurveyUSA,,,2008-04-13,,NonPartisan,IVR,Registered.Voters,546,48,46,0,7
2008-11-04,20080596,MA,SuffolkUniv,,,2008-10-22,,NonPartisan,Phone,Registered.Voters,400,53,34,5,8
2008-11-04,20080598,MA,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,639,49,42,0,9
2008-11-04,20080599,MA,SurveyUSA,,,2007-11-11,,NonPartisan,IVR,Registered.Voters,540,44,47,0,9
2008-11-04,20080600,MA,SurveyUSA,,,2008-10-28,,NonPartisan,IVR,Likely.Voters,658,56,39,0,5
2008-11-04,20080601,MA,Rasmussen,,,2008-05-29,,NonPartisan,IVR,Likely.Voters,500,51,38,6,4
2008-11-04,20080603,MA,SurveyUSA,,,2008-05-18,,NonPartisan,IVR,Registered.Voters,600,46,41,0,13
2008-11-04,20080604,MA,SurveyUSA,,,2008-09-23,,NonPartisan,IVR,Likely.Voters,679,55,39,0,5
2008-11-04,20080605,MA,SurveyUSA,,,2007-12-15,,NonPartisan,IVR,Registered.Voters,542,47,45,0,8
2008-11-04,20080606,MA,Zogby,,,2008-06-30,,NonPartisan,Internet,Likely.Voters,861,54,29,11,6
2008-11-04,20080607,MA,SuffolkUniv,,,2008-06-10,,NonPartisan,Phone,Likely.Voters,500,53,30,3,14
2008-11-04,20080608,MA,SuffolkUniv,,,2008-08-03,,NonPartisan,Phone,Registered.Voters,400,47,38,2,13
2008-11-04,20080609,MA,SurveyUSA,,,2008-06-27,,NonPartisan,IVR,Likely.Voters,607,53,40,0,7
2008-11-04,20080610,MD,Rasmussen,,,2008-08-18,,NonPartisan,IVR,Likely.Voters,500,53,43,1,3
2008-11-04,20080611,MD,Rasmussen,,,2008-09-20,,NonPartisan,IVR,Likely.Voters,500,60,37,1,3
2008-11-04,20080612,MD,Zogby,,,2008-06-30,,NonPartisan,Internet,Likely.Voters,924,54,30,10,6
2008-11-04,20080613,MD,Rasmussen,,,2008-01-02,,NonPartisan,IVR,Likely.Voters,500,48,42,6,4
2008-11-04,20080614,MD,Gonzales,,,2008-09-05,,NonPartisan,Phone,Likely.Voters,833,52,38,0,10
2008-11-04,20080615,MD,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,705,60,35,4,1
2008-11-04,20080616,MD,Gonzales,,,2008-03-01,,NonPartisan,Phone,Likely.Voters,807,51,37,0,12
2008-11-04,20080617,MD,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,621,53,40,0,7
2008-11-04,20080618,MD,ARG,,,2008-09-19,,NonPartisan,Phone,Likely.Voters,600,54,39,0,6
2008-11-04,20080619,ME,Rasmussen,,,2008-08-12,,NonPartisan,IVR,Likely.Voters,500,53,39,3,5
2008-11-04,20080620,ME,Rasmussen,,,2008-07-17,,NonPartisan,IVR,Likely.Voters,500,49,41,3,6
2008-11-04,20080621,ME,Mellman,,,2008-10-02,,Partisan,Phone,Likely.Voters,600,52,35,0,13
2008-11-04,20080622,ME,CriticalInsights,,,2008-06-27,,NonPartisan,Phone,Likely.Voters,498,51,31,0,16
2008-11-04,20080623,ME,ARG,,,2008-09-10,,NonPartisan,Phone,Likely.Voters,600,51,41,0,8
2008-11-04,20080624,ME,Rasmussen,,,2008-09-17,,NonPartisan,IVR,Likely.Voters,500,50,46,1,3
2008-11-04,20080625,ME,Rasmussen,,,2008-04-01,,NonPartisan,IVR,Likely.Voters,500,49,39,9,3
2008-11-04,20080626,ME,Rasmussen,,,2008-05-14,,NonPartisan,IVR,Likely.Voters,500,51,38,7,5
2008-11-04,20080627,ME,Rasmussen,,,2008-11-01,,NonPartisan,IVR,Likely.Voters,500,56,43,1,1
2008-11-04,20080628,ME,PanAtlanticSMS,,,2008-10-16,,NonPartisan,Phone,Likely.Voters,400,51,39,0,8
2008-11-04,20080629,ME,Research2000,DailyKos,,2008-09-10,,Partisan,Phone,Likely.Voters,600,52,38,4,6
2008-11-04,20080630,ME,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,639,53,39,0,8
2008-11-04,20080631,ME,Rasmussen,,,2008-06-16,,NonPartisan,IVR,Likely.Voters,500,55,33,6,6
2008-11-04,20080632,ME,Research2000,DailyKos,,2008-10-15,,Partisan,Phone,Likely.Voters,600,55,38,3,4
2008-11-04,20080633,ME,SurveyUSA,,,2008-10-20,,NonPartisan,IVR,Likely.Voters,642,54,39,3,3
2008-11-04,20080634,ME,Rasmussen,,,2008-10-02,,NonPartisan,IVR,Likely.Voters,500,51,46,2,1
2008-11-04,20080635,ME,SurveyUSA,,,2008-10-31,,NonPartisan,IVR,Likely.Voters,674,58,38,3,2
2008-11-04,20080636,ME,PanAtlanticSMS,,,2008-06-18,,NonPartisan,Phone,Likely.Voters,400,46,32,0,0
2008-11-04,20080637,ME,MarketDecisions,,,2008-10-26,,NonPartisan,Phone,General.Population,425,52,33,0,0
2008-11-04,20080638,ME,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,486,51,42,2,4
2008-11-04,20080639,ME,CriticalInsights,,,2008-10-19,,NonPartisan,Phone,Likely.Voters,443,56,35,0,9
2008-11-04,20080640,ME,SurveyUSA,,,2008-09-23,,NonPartisan,IVR,Likely.Voters,675,49,44,4,3
2008-11-04,20080641,MI,EPIC,,,2008-04-08,,NonPartisan,Phone,Likely.Voters,600,43,41,8,8
2008-11-04,20080642,MI,Mitchell,,,2008-10-30,,NonPartisan,Phone,Likely.Voters,600,54,40,2,4
2008-11-04,20080643,MI,Rasmussen,,,2008-06-09,,NonPartisan,IVR,Likely.Voters,500,45,42,5,7
2008-11-04,20080644,MI,EPIC,,,2008-09-17,,NonPartisan,Phone,Likely.Voters,602,43,42,4,10
2008-11-04,20080645,MI,CNN,Time,,2008-09-09,,NonPartisan,Phone,Registered.Voters,966,49,45,0,6
2008-11-04,20080647,MI,Mitchell,,,2008-11-03,,NonPartisan,Phone,Likely.Voters,400,54,38,2,6
2008-11-04,20080648,MI,PPP,,,2008-09-07,,Partisan,IVR,Likely.Voters,1147,47,46,0,7
2008-11-04,20080649,MI,PPP,,,2008-07-27,,Partisan,IVR,Likely.Voters,883,46,43,0,10
2008-11-04,20080650,MI,Rasmussen,,,2008-10-28,,NonPartisan,IVR,Likely.Voters,500,53,43,1,1
2008-11-04,20080651,MI,BigTen,,,2008-10-22,,NonPartisan,Phone,Likely.Voters,562,58,36,1,5
2008-11-04,20080652,MI,Zogby,,,2008-08-19,,NonPartisan,Internet,Likely.Voters,609,46,37,6,12
2008-11-04,20080653,MI,Zogby,,,2008-09-12,,NonPartisan,Internet,Likely.Voters,742,49,43,0,8
2008-11-04,20080654,MI,Selzer,,,2008-09-24,,NonPartisan,Phone,Likely.Voters,602,51,38,0,11
2008-11-04,20080655,MI,QuinnipiacUniv,WSJ | NYPost,,2008-10-07,,NonPartisan,Phone,Likely.Voters,1122,55,37,1,7
2008-11-04,20080656,MI,Selzer,,,2008-08-20,,NonPartisan,Phone,Likely.Voters,600,46,39,3,12
2008-11-04,20080657,MI,Rasmussen,,,2008-10-07,,NonPartisan,IVR,Likely.Voters,500,56,40,3,1
2008-11-04,20080658,MI,MaristCollege,,,2008-09-17,,NonPartisan,Phone,Likely.Voters,599,52,43,1,4
2008-11-04,20080659,MI,CNN,Time,,2008-09-23,,NonPartisan,Phone,Likely.Voters,755,51,46,0,3
2008-11-04,20080660,MI,QuinnipiacUniv,WSJ | NYPost,,2008-07-22,,NonPartisan,Phone,Likely.Voters,1684,46,42,2,9
2008-11-04,20080661,MI,Rasmussen,,,2008-07-10,,NonPartisan,IVR,Likely.Voters,500,50,42,3,5
2008-11-04,20080662,MI,Zogby,,,2008-06-30,,NonPartisan,Internet,Likely.Voters,1349,47,33,12,8
2008-11-04,20080663,MI,StrategicVision,,,2008-09-24,,Partisan,Phone,Likely.Voters,800,48,45,0,7
2008-11-04,20080664,MI,Rasmussen,,,2008-02-17,,NonPartisan,IVR,Likely.Voters,500,47,39,0,0
2008-11-04,20080665,MI,SurveyUSA,,,2008-05-27,,NonPartisan,IVR,Registered.Voters,529,37,41,0,21
2008-11-04,20080666,MI,MasonDixon,NBC,,2008-09-23,,NonPartisan,Phone,Likely.Voters,625,46,46,0,0
2008-11-04,20080667,MI,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,973,55,42,2,1
2008-11-04,20080668,MI,QuinnipiacUniv,WSJ | NYPost,,2008-09-21,,NonPartisan,Phone,Likely.Voters,1364,48,44,1,7
2008-11-04,20080669,MI,Rasmussen,,,2008-03-10,,NonPartisan,IVR,Likely.Voters,500,41,44,8,7
2008-11-04,20080670,MI,PPP,,,2008-06-22,,Partisan,IVR,Likely.Voters,573,48,39,0,13
2008-11-04,20080671,MI,Rasmussen,Fox,,2008-09-21,,NonPartisan,IVR,Likely.Voters,500,51,44,2,3
2008-11-04,20080672,MI,EPIC,,,2008-10-22,,NonPartisan,Phone,Likely.Voters,400,51,37,2,10
2008-11-04,20080673,MI,EPIC,,,2008-10-28,,NonPartisan,Phone,Likely.Voters,600,50,38,0,12
2008-11-04,20080674,MI,StrategicVision,,,2008-09-07,,Partisan,Phone,Likely.Voters,800,45,44,0,11
2008-11-04,20080675,MI,MarketResearchGroup,,,2008-09-20,,NonPartisan,Phone,Registered.Voters,600,43,46,5,6
2008-11-04,20080676,MI,MIRS,DennoNoor | Rossman,,2008-10-04,,Partisan,Phone,Registered.Voters,600,44,39,0,13
2008-11-04,20080677,MI,Rasmussen,,,2008-05-07,,NonPartisan,IVR,Likely.Voters,500,44,45,6,9
2008-11-04,20080678,MI,QuinnipiacUniv,WSJ | NYPost,,2008-06-24,,NonPartisan,Phone,Likely.Voters,1411,48,42,1,8
2008-11-04,20080679,MI,Rasmussen,,,2008-09-10,,NonPartisan,IVR,Likely.Voters,700,51,46,1,2
2008-11-04,20080680,MI,Selzer,,,2008-10-31,,NonPartisan,Phone,Likely.Voters,616,53,37,0,0
2008-11-04,20080681,MI,QuinnipiacUniv,WSJ | NYPost,,2008-10-12,,NonPartisan,Phone,Likely.Voters,1043,54,38,1,7
2008-11-04,20080682,MI,EPIC,,,2008-05-22,,NonPartisan,Phone,Likely.Voters,600,40,44,0,16
2008-11-04,20080683,MI,BigTen,,,2008-09-17,,NonPartisan,Phone,Registered.Voters,628,48,44,1,7
2008-11-04,20080684,MI,EPIC,,,2008-08-21,,NonPartisan,Phone,Likely.Voters,600,43,41,4,13
2008-11-04,20080685,MI,MIRS,DennoNoor | Rossman,,2008-05-21,,Partisan,Phone,Registered.Voters,600,34,38,0,20
2008-11-04,20080686,MI,NationalJournal,Allstate,,2008-09-22,,NonPartisan,Phone,Registered.Voters,406,47,39,0,11
2008-11-04,20080687,MI,EPIC,,,2007-02-04,,NonPartisan,Phone,Likely.Voters,600,43,53,0,4
2008-11-04,20080688,MI,SurveyUSA,,,2008-02-28,,NonPartisan,IVR,Registered.Voters,644,46,45,0,9
2008-11-04,20080689,MI,EPIC,,,2008-07-15,,NonPartisan,Phone,Likely.Voters,600,43,41,5,12
2008-11-04,20080690,MI,ARG,,,2008-09-19,,NonPartisan,Phone,Likely.Voters,600,48,46,0,6
2008-11-04,20080691,MI,PPP,,,2008-10-30,,Partisan,IVR,Likely.Voters,1532,55,42,0,3
2008-11-04,20080692,MI,GQRR,DemocracyCorps,,2008-07-21,,Partisan,Phone,Likely.Voters,764,48,43,0,9
2008-11-04,20080693,MI,StrategicVision,,,2008-10-29,,Partisan,Phone,Likely.Voters,1200,54,41,0,5
2008-11-04,20080694,MI,PPP,,,2008-10-01,,Partisan,IVR,Likely.Voters,731,51,41,0,8
2008-11-04,20080695,MI,InsiderAdvantage,,,2008-09-10,,NonPartisan,IVR,Likely.Voters,503,44,45,3,8
2008-11-04,20080696,MI,Rasmussen,,,2008-03-25,,NonPartisan,IVR,Likely.Voters,500,42,43,8,7
2008-11-04,20080697,MI,EPIC,,,2008-09-22,,NonPartisan,Phone,Likely.Voters,400,48,38,3,12
2008-11-04,20080698,MI,Rasmussen,,,2008-08-07,,NonPartisan,IVR,Likely.Voters,500,49,45,2,4
2008-11-04,20080700,MI,GQRR,DemocracyCorps,,2008-09-24,,Partisan,Phone,Likely.Voters,760,49,42,6,5
2008-11-04,20080701,MN,SurveyUSA,,,2008-03-16,,NonPartisan,IVR,Registered.Voters,532,46,47,0,7
2008-11-04,20080702,MN,SurveyUSA,,,2008-06-16,,NonPartisan,IVR,Likely.Voters,543,47,46,0,7
2008-11-04,20080703,MN,SurveyUSA,,,2008-02-17,,NonPartisan,IVR,Registered.Voters,541,55,40,0,6
2008-11-04,20080704,MN,Rasmussen,,,2008-10-22,,NonPartisan,IVR,Likely.Voters,500,56,41,1,2
2008-11-04,20080705,MN,Rasmussen,,,2008-10-07,,NonPartisan,IVR,Likely.Voters,500,52,45,1,2
2008-11-04,20080706,MN,YouGov,,,2008-11-01,,NonPartisan,Internet,Registered.Voters,699,51,45,2,2
2008-11-04,20080707,MN,QuinnipiacUniv,WSJ | NYPost,,2008-09-21,,NonPartisan,Phone,Likely.Voters,1301,47,45,2,6
2008-11-04,20080708,MN,SurveyUSA,,,2008-04-13,,NonPartisan,IVR,Registered.Voters,535,49,43,0,8
