question_id,poll_id,pollster,start_date,end_date,Year,State abbreviation,sample_size,Democratic,Republican,Spread D-R
126982,67838,Redfield & Wilton Strategies,2020-07-19,2020-07-23,2020,AZ,858,46.0,38.0,0.08
126983,67839,Redfield & Wilton Strategies,2020-07-19,2020-07-21,2020,NC,919,43.0,42.0,0.01
126984,67840,Redfield & Wilton Strategies,2020-07-19,2020-07-21,2020,FL,1121,48.0,41.0,0.07
126985,67841,Redfield & Wilton Strategies,2020-07-19,2020-07-21,2020,PA,1016,48.0,41.0,0.07
126986,67842,Redfield & Wilton Strategies,2020-07-19,2020-07-24,2020,MI,811,49.0,37.0,0.12
126987,67843,Redfield & Wilton Strategies,2020-07-19,2020-07-24,2020,WI,742,45.0,35.0,0.1
126992,67844,Virginia Commonwealth University,2020-07-11,2020-07-19,2020,VA,725,50.0,39.0,0.11
126998,67827,University of New Hampshire,2020-07-16,2020-07-28,2020,NH,1893,53.0,40.0,0.13
126999,67828,University of New Hampshire,2020-06-18,2020-06-22,2020,NH,936,52.0,39.0,0.13
127000,67829,University of New Hampshire,2020-05-14,2020-05-18,2020,NH,790,44.0,46.0,-0.02
127015,67851,Public Policy Polling,2020-07-22,2020-07-23,2020,MN,1218,52.0,42.0,0.1
127044,67859,YouGov,2020-07-28,2020-07-31,2020,NC,1129,48.0,44.0,0.04
127045,67860,YouGov,2020-07-28,2020-07-31,2020,GA,1109,46.0,45.0,0.01
127048,67861,Center for Marketing and Opinion Research/University of Akron,2020-06-24,2020-07-15,2020,OH,1037,45.9,41.7,0.041999999999999954
127062,67867,Emerson College,2020-07-31,2020-08-02,2020,MT,584,45.51,54.49,-0.08980000000000005
127068,67869,Global Strategy Group,2020-07-11,2020-07-17,2020,WI,600,51.0,42.0,0.09
127081,67875,Public Policy Polling,2020-07-28,2020-07-29,2020,MI,876,49.0,43.0,0.06
127089,67879,Morning Consult,2020-07-24,2020-08-02,2020,AL,609,36.0,58.0,-0.22
127090,67880,Morning Consult,2020-07-24,2020-08-02,2020,KY,793,35.0,59.0,-0.24
127091,67881,Morning Consult,2020-07-24,2020-08-02,2020,SC,741,44.0,49.0,-0.05
127092,67882,Morning Consult,2020-07-24,2020-08-02,2020,TX,2576,47.0,46.0,0.01
127106,67892,"University of California, Berkeley",2020-07-21,2020-07-27,2020,CA,6756,67.0,28.0,0.39
127129,67906,Hodas & Associates,2020-07-13,2020-07-16,2020,MI,600,52.5,40.5,0.12
127130,67907,Hodas & Associates,2020-07-17,2020-07-22,2020,PA,600,50.83,44.67,0.06159999999999997
127131,67908,Hodas & Associates,2020-07-22,2020-07-27,2020,WI,600,52.1,37.9,0.14200000000000002
127137,67911,MRG Research,2020-07-27,2020-07-30,2020,HI,975,56.0,29.0,0.27
127140,67914,Zogby Interactive/JZ Analytics,2020-07-21,2020-07-23,2020,FL,811,43.0,43.0,0.0
127141,67915,Zogby Interactive/JZ Analytics,2020-07-21,2020-07-23,2020,OH,805,43.0,41.0,0.02
127142,67916,Zogby Interactive/JZ Analytics,2020-07-21,2020-07-23,2020,PA,809,44.0,43.0,0.01
127143,67917,Zogby Interactive/JZ Analytics,2020-07-21,2020-07-23,2020,NC,809,44.0,40.0,0.04
127154,67920,Monmouth University,2020-07-30,2020-08-03,2020,IA,401,45.0,48.0,-0.03
127171,66252,Marquette University Law School,2020-05-03,2020-05-07,2020,WI,650,49.0,45.0,0.04
127172,66886,Marquette University Law School,2020-06-14,2020-06-18,2020,WI,686,52.0,44.0,0.08
127178,67928,Bluegrass Voters Coalition,2020-07-25,2020-07-29,2020,KY,3020,45.0,52.0,-0.07
127180,67929,Morning Consult,2020-07-24,2020-08-02,2020,IN,900,38.0,55.0,-0.17
127182,67931,Bluegrass Voters Coalition,2020-04-07,2020-04-12,2020,KY,4000,34.0,55.0,-0.21
127186,67934,Data for Progress,2020-07-24,2020-08-02,2020,AZ,1215,45.0,43.0,0.02
127188,67935,Data for Progress,2020-07-24,2020-08-02,2020,IA,1101,42.0,44.0,-0.02
127190,67936,Data for Progress,2020-07-24,2020-08-02,2020,ME,866,49.0,42.0,0.07
127192,67937,Data for Progress,2020-07-24,2020-08-02,2020,NC,1170,46.0,44.0,0.02
127200,67940,DFM Research,2020-07-29,2020-07-30,2020,OK,572,36.0,56.0,-0.2
127215,67942,David Binder Research,2020-07-30,2020-07-31,2020,IA,200,49.0,43.0,0.06
127216,67943,David Binder Research,2020-07-30,2020-07-31,2020,MI,200,51.0,41.0,0.1
127217,67944,David Binder Research,2020-07-30,2020-07-31,2020,MN,200,54.0,36.0,0.18
127218,67945,David Binder Research,2020-07-30,2020-07-31,2020,WI,200,53.0,42.0,0.11
127221,67947,Quinnipiac University,2020-07-30,2020-08-03,2020,KY,909,41.0,50.0,-0.09
127222,67948,Quinnipiac University,2020-07-30,2020-08-03,2020,ME,807,52.0,37.0,0.15
127225,67951,Quinnipiac University,2020-07-30,2020-08-03,2020,SC,914,42.0,47.0,-0.05
127237,67954,RMG Research,2020-07-27,2020-07-30,2020,IA,500,40.0,41.0,-0.01
127241,67870,RMG Research,2020-07-27,2020-08-01,2020,UT,1000,31.0,50.0,-0.19
127242,67955,EPIC-MRA,2020-07-25,2020-07-30,2020,MI,600,51.0,40.0,0.11
127247,67956,Public Policy Polling,2020-08-05,2020-08-06,2020,KS,864,43.0,50.0,-0.07
127253,67958,Trafalgar Group,2020-08-01,2020-08-05,2020,TX,1015,43.4,49.4,-0.06
127266,67962,YouGov,2020-08-04,2020-08-07,2020,PA,1211,49.0,43.0,0.06
127267,67963,YouGov,2020-08-04,2020-08-07,2020,WI,994,48.0,42.0,0.06
127272,67968,YouGov,2020-07-27,2020-08-06,2020,MI,761,47.0,43.0,0.04
127273,67969,YouGov,2020-07-27,2020-08-06,2020,PA,742,50.0,41.0,0.09
127274,67970,YouGov,2020-07-27,2020-08-06,2020,WI,734,49.0,43.0,0.06
127277,67973,OH Predictive Insights,2020-08-03,2020-08-04,2020,AZ,603,49.0,45.0,0.04
127290,67978,RMG Research,2020-07-27,2020-08-02,2020,ME,500,50.0,39.0,0.11
127296,67981,Trafalgar Group,2020-08-05,2020-08-08,2020,AZ,1013,44.8,46.2,-0.014000000000000058
127297,67982,HIT Strategies,2020-07-23,2020-07-31,2020,GA,400,44.0,40.0,0.04
127298,67983,HIT Strategies,2020-07-23,2020-07-31,2020,NC,400,47.0,37.0,0.1
127302,67984,Rasmussen Reports/Pulse Opinion Research,2020-08-06,2020-08-07,2020,NC,750,47.26,48.36,-0.011000000000000015
127305,67985,Public Policy Polling,2020-07-30,2020-07-31,2020,NC,934,49.0,46.0,0.03
127318,67996,SurveyUSA,2020-08-06,2020-08-08,2020,GA,623,46.0,44.0,0.02
127325,67998,Emerson College,2020-08-08,2020-08-10,2020,MN,733,51.0,49.0,0.02
127332,68000,Marquette University Law School,2020-08-04,2020-08-09,2020,WI,694,50.0,46.0,0.04
127352,68005,Emerson College,2020-08-08,2020-08-10,2020,AZ,661,53.3,46.7,0.06599999999999995
127353,68006,Emerson College,2020-08-08,2020-08-10,2020,NC,673,49.41,50.59,-0.011800000000000067
127354,68007,Emerson College,2020-08-08,2020-08-10,2020,PA,843,53.31,46.69,0.06620000000000005
127359,68009,MassINC Polling Group,2020-08-06,2020-08-09,2020,MA,501,63.0,27.0,0.36
127362,68011,Change Research,2020-08-07,2020-08-09,2020,AZ,428,45.0,44.0,0.01
127363,68012,Change Research,2020-08-07,2020-08-09,2020,FL,469,50.0,44.0,0.06
127364,68013,Change Research,2020-08-07,2020-08-09,2020,MI,413,48.0,43.0,0.05
127365,68014,Change Research,2020-08-07,2020-08-09,2020,NC,491,47.0,48.0,-0.01
127366,68015,Change Research,2020-08-07,2020-08-09,2020,PA,456,48.0,44.0,0.04
127367,68016,Change Research,2020-08-07,2020-08-09,2020,WI,384,47.0,43.0,0.04
127392,68001,Critical Insights,2020-07-28,2020-08-09,2020,ME,453,45.0,38.0,0.07
127405,68032,SurveyUSA,2020-08-05,2020-08-09,2020,KS,1202,41.0,48.0,-0.07
127419,68037,Rasmussen Reports/Pulse Opinion Research,2020-08-05,2020-08-06,2020,WI,750,55.17,42.56,0.1261
127425,68040,SurveyUSA,2020-08-12,2020-08-12,2020,CA,500,56.0,28.0,0.28
127435,68045,Garin-Hart-Yang Research Group,2020-07-30,2020-08-09,2020,MS,600,43.0,53.0,-0.1
127443,68051,Harper Polling,2020-08-06,2020-08-10,2020,NC,600,45.0,44.0,0.01
127485,68064,YouGov,2020-07-31,2020-08-07,2020,MA,500,61.0,28.0,0.33
127490,68068,Redfield & Wilton Strategies,2020-08-09,2020-08-09,2020,CA,1904,61.0,25.0,0.36
127497,68073,SurveyUSA,2020-05-19,2020-05-24,2020,CT,808,52.0,32.0,0.2
127504,68076,East Carolina University,2020-08-12,2020-08-13,2020,NC,1255,46.5,46.9,-0.003999999999999986
127526,68082,YouGov,2020-08-04,2020-08-13,2020,TX,846,40.5,47.5,-0.07
127540,68087,Landmark Communications,2020-08-14,2020-08-15,2020,GA,500,44.5,47.4,-0.028999999999999984
127548,68089,Morning Consult,2020-08-07,2020-08-16,2020,WI,788,49.0,43.0,0.06
127576,68112,GQR Research (GQRR),2020-07-30,2020-08-04,2020,MI,500,52.0,43.0,0.09
127577,68113,OnMessage Inc.,2020-08-02,2020-08-04,2020,AZ,400,48.0,51.0,-0.03
127578,68114,OnMessage Inc.,2020-08-02,2020-08-04,2020,FL,400,49.0,49.0,0.0
127579,68115,OnMessage Inc.,2020-08-02,2020-08-04,2020,PA,400,50.0,46.0,0.04
127580,68116,OnMessage Inc.,2020-08-02,2020-08-04,2020,WI,400,47.0,47.0,0.0
127601,68124,ALG Research,2020-08-06,2020-08-12,2020,LA,800,43.0,50.0,-0.07
127613,68130,Trafalgar Group,2020-08-15,2020-08-18,2020,MN,1141,46.9,46.5,0.003999999999999986
127630,68137,Global Strategy Group,2020-08-11,2020-08-13,2020,TX,700,47.0,45.0,0.02
127631,68138,Muhlenberg College,2020-08-11,2020-08-17,2020,PA,416,49.0,45.0,0.04
127636,68141,Saint Anselm College,2020-08-15,2020-08-17,2020,NH,1042,51.0,43.0,0.08
127641,68144,DKC Analytics,2020-08-05,2020-08-13,2020,NJ,500,52.0,33.0,0.19
127643,68146,Civiqs,2020-08-13,2020-08-17,2020,MI,631,49.0,46.0,0.03
127644,68147,Civiqs,2020-08-13,2020-08-17,2020,OH,637,47.0,47.0,0.0
127645,68148,Civiqs,2020-08-13,2020-08-17,2020,PA,617,51.0,44.0,0.07
127646,68149,Civiqs,2020-08-13,2020-08-17,2020,WI,754,51.0,45.0,0.06
127654,68153,Redfield & Wilton Strategies,2020-08-16,2020-08-18,2020,AZ,856,47.0,38.0,0.09
127655,68154,Redfield & Wilton Strategies,2020-08-16,2020-08-16,2020,FL,1280,49.0,41.0,0.08
127656,68155,Redfield & Wilton Strategies,2020-08-16,2020-08-18,2020,MI,812,50.0,38.0,0.12
127657,68156,Redfield & Wilton Strategies,2020-08-16,2020-08-17,2020,NC,967,44.0,46.0,-0.02
127658,68157,Redfield & Wilton Strategies,2020-08-16,2020-08-17,2020,PA,1006,48.0,41.0,0.07
127659,68158,Redfield & Wilton Strategies,2020-08-16,2020-08-19,2020,WI,672,49.0,39.0,0.1
127682,68169,TargetSmart/William & Mary,2020-07-28,2020-08-03,2020,OH,1249,47.0,46.0,0.01
127692,68174,Trafalgar Group,2020-08-13,2020-08-17,2020,LA,1002,37.9,54.3,-0.16399999999999998
127694,68176,Public Policy Polling,2020-08-21,2020-08-22,2020,TX,764,48.0,47.0,0.01
127696,68178,Morning Consult,2020-08-14,2020-08-23,2020,NC,1541,49.0,46.0,0.03
127713,68191,Public Policy Polling,2020-08-21,2020-08-22,2020,NY,1029,63.0,32.0,0.31
127714,68192,Public Policy Polling,2020-08-21,2020-08-22,2020,FL,671,48.0,44.0,0.04
127716,68194,Public Policy Polling,2020-08-21,2020-08-22,2020,DE,710,58.0,37.0,0.21
127738,68202,Trafalgar Group,2020-08-14,2020-08-23,2020,WI,1011,45.4,46.2,-0.008000000000000042
127741,68204,Change Research,2020-08-21,2020-08-23,2020,AZ,344,49.0,47.0,0.02
127742,68205,Change Research,2020-08-21,2020-08-23,2020,FL,1262,49.0,46.0,0.03
127743,68206,Change Research,2020-08-21,2020-08-23,2020,MI,809,50.0,44.0,0.06
127744,68207,Change Research,2020-08-21,2020-08-23,2020,NC,560,48.0,47.0,0.01
127745,68208,Change Research,2020-08-21,2020-08-23,2020,PA,984,49.0,46.0,0.03
127746,68209,Change Research,2020-08-21,2020-08-23,2020,WI,925,49.0,44.0,0.05
127754,68212,Roanoke College,2020-08-09,2020-08-22,2020,VA,566,53.0,39.0,0.14
127781,68221,Franklin & Marshall College,2020-08-17,2020-08-23,2020,PA,681,49.0,42.0,0.07
127826,68238,Trafalgar Group,2020-08-14,2020-08-23,2020,MI,1048,45.2,46.6,-0.013999999999999986
127831,68240,Emerson College,2020-08-25,2020-08-27,2020,MA,763,69.44,30.56,0.3888
127867,68258,Trafalgar Group,2020-08-26,2020-08-28,2020,MO,1015,41.2,51.9,-0.10699999999999996
127869,68259,GQR Research (GQRR),2020-08-20,2020-08-24,2020,PA,500,52.0,43.0,0.09
127875,68263,Public Policy Polling,2020-08-24,2020-08-25,2020,GA,782,47.0,46.0,0.01
127876,68264,Global Strategy Group,2020-08-13,2020-08-19,2020,PA,801,50.0,42.0,0.08
127898,68277,Morning Consult,2020-08-07,2020-08-16,2020,AZ,947,45.0,47.0,-0.02
127899,68278,Morning Consult,2020-08-07,2020-08-16,2020,GA,1265,46.0,47.0,-0.01
127900,68279,Morning Consult,2020-08-07,2020-08-16,2020,MI,1212,50.0,44.0,0.06
127901,68280,Morning Consult,2020-08-07,2020-08-16,2020,CO,601,51.0,41.0,0.1
127902,68281,Morning Consult,2020-08-07,2020-08-16,2020,TX,2559,46.0,47.0,-0.01
127903,68282,Morning Consult,2020-08-07,2020-08-16,2020,MN,615,50.0,42.0,0.08
127904,68283,Morning Consult,2020-08-07,2020-08-16,2020,OH,1744,45.0,49.0,-0.04
127905,68284,Morning Consult,2020-08-07,2020-08-16,2020,NC,1493,49.0,46.0,0.03
127906,68285,Morning Consult,2020-08-07,2020-08-16,2020,PA,1777,50.0,44.0,0.06
127907,68286,Morning Consult,2020-08-07,2020-08-16,2020,FL,3484,50.0,45.0,0.05
127908,68287,Morning Consult,2020-08-21,2020-08-30,2020,AZ,943,52.0,42.0,0.1
127909,68288,Morning Consult,2020-08-21,2020-08-30,2020,GA,1392,49.0,46.0,0.03
127910,68289,Morning Consult,2020-08-21,2020-08-30,2020,MI,1424,52.0,42.0,0.1
127911,68290,Morning Consult,2020-08-21,2020-08-30,2020,WI,811,52.0,43.0,0.09
127912,68291,Morning Consult,2020-08-21,2020-08-30,2020,CO,638,51.0,41.0,0.1
127913,68292,Morning Consult,2020-08-21,2020-08-30,2020,TX,2632,47.0,48.0,-0.01
127914,68293,Morning Consult,2020-08-21,2020-08-30,2020,MN,647,50.0,43.0,0.07
127915,68294,Morning Consult,2020-08-21,2020-08-30,2020,OH,1811,45.0,50.0,-0.05
127916,68295,Morning Consult,2020-08-21,2020-08-30,2020,NC,1567,49.0,47.0,0.02
127917,68296,Morning Consult,2020-08-21,2020-08-30,2020,PA,2158,49.0,45.0,0.04
127918,68297,Morning Consult,2020-08-21,2020-08-30,2020,FL,3790,49.0,47.0,0.02
127924,68302,"University of Nevada, Las Vegas",2020-08-20,2020-08-30,2020,NV,682,44.0,38.6,0.053999999999999986
127927,68304,Expedition Strategies,2020-08-22,2020-08-27,2020,MT,400,44.0,48.0,-0.04
127930,68306,Public Policy Polling,2020-08-28,2020-08-29,2020,MI,897,48.0,44.0,0.04
127932,68307,East Carolina University,2020-08-29,2020-08-30,2020,NC,1101,46.6,48.7,-0.021000000000000015
127936,68308,Landmark Communications,2020-08-29,2020-08-31,2020,GA,500,40.5,47.9,-0.07399999999999998
127965,68319,Monmouth University,2020-08-28,2020-08-31,2020,PA,400,49.0,46.0,0.03
127985,68324,Opinium,2020-08-21,2020-08-26,2020,FL,684,50.4,43.1,0.07299999999999997
127986,68325,Opinium,2020-08-21,2020-08-28,2020,WI,700,53.45,39.99,0.1346
128017,68338,Fox News/Beacon Research/Shaw & Co. Research,2020-08-29,2020-09-01,2020,AZ,772,49.0,40.0,0.09
128019,68339,Fox News/Beacon Research/Shaw & Co. Research,2020-08-29,2020-09-01,2020,NC,722,50.0,46.0,0.04
128021,68340,Fox News/Beacon Research/Shaw & Co. Research,2020-08-29,2020-09-01,2020,WI,801,50.0,42.0,0.08
128028,68342,Morning Consult,2020-04-26,2020-05-05,2020,WI,797,49.0,43.0,0.06
128029,68343,Morning Consult,2020-04-27,2020-05-06,2020,WI,797,48.0,43.0,0.05
128030,68344,Morning Consult,2020-04-28,2020-05-07,2020,WI,797,48.0,44.0,0.04
128031,68345,Morning Consult,2020-04-29,2020-05-08,2020,WI,797,48.0,43.0,0.05
128032,68346,Morning Consult,2020-04-30,2020-05-09,2020,WI,797,47.0,45.0,0.02
128033,68347,Morning Consult,2020-05-01,2020-05-10,2020,WI,797,47.0,45.0,0.02
128034,68348,Morning Consult,2020-05-02,2020-05-11,2020,WI,797,47.0,45.0,0.02
128035,68349,Morning Consult,2020-05-03,2020-05-12,2020,WI,797,47.0,44.0,0.03
128036,68350,Morning Consult,2020-05-04,2020-05-13,2020,WI,797,47.0,44.0,0.03
128037,68351,Morning Consult,2020-05-05,2020-05-14,2020,WI,797,49.0,43.0,0.06
128038,68352,Morning Consult,2020-05-06,2020-05-15,2020,WI,797,49.0,42.0,0.07
128039,68353,Morning Consult,2020-05-07,2020-05-16,2020,WI,797,49.0,43.0,0.06
128040,68354,Morning Consult,2020-05-08,2020-05-17,2020,WI,797,48.0,43.0,0.05
128041,68355,Morning Consult,2020-05-09,2020-05-18,2020,WI,797,47.0,44.0,0.03
128042,68356,Morning Consult,2020-05-10,2020-05-19,2020,WI,797,48.0,43.0,0.05
128043,68357,Morning Consult,2020-05-11,2020-05-20,2020,WI,797,48.0,43.0,0.05
128044,68358,Morning Consult,2020-05-12,2020-05-21,2020,WI,797,48.0,42.0,0.06
128045,68359,Morning Consult,2020-05-13,2020-05-22,2020,WI,797,48.0,43.0,0.05
128046,68360,Morning Consult,2020-05-14,2020-05-23,2020,WI,797,49.0,43.0,0.06
128047,68361,Morning Consult,2020-05-15,2020-05-24,2020,WI,797,48.0,44.0,0.04
128048,68362,Morning Consult,2020-05-16,2020-05-25,2020,WI,797,48.0,44.0,0.04
128049,68363,Morning Consult,2020-05-18,2020-05-27,2020,WI,797,49.0,44.0,0.05
128050,68364,Morning Consult,2020-05-19,2020-05-28,2020,WI,797,50.0,43.0,0.07
128051,68365,Morning Consult,2020-05-20,2020-05-29,2020,WI,797,50.0,42.0,0.08
128052,68366,Morning Consult,2020-05-21,2020-05-30,2020,WI,797,49.0,43.0,0.06
128053,68367,Morning Consult,2020-05-22,2020-05-31,2020,WI,797,48.0,44.0,0.04
128054,68368,Morning Consult,2020-05-23,2020-06-01,2020,WI,797,48.0,44.0,0.04
128055,68369,Morning Consult,2020-05-24,2020-06-02,2020,WI,797,48.0,44.0,0.04
128056,68370,Morning Consult,2020-05-25,2020-06-03,2020,WI,797,49.0,44.0,0.05
128057,68371,Morning Consult,2020-05-26,2020-06-04,2020,WI,797,48.0,44.0,0.04
128058,68372,Morning Consult,2020-05-27,2020-06-05,2020,WI,797,48.0,44.0,0.04
128059,68373,Morning Consult,2020-05-28,2020-06-06,2020,WI,797,48.0,43.0,0.05
128060,68374,Morning Consult,2020-05-29,2020-06-07,2020,WI,797,49.0,43.0,0.06
128061,68375,Morning Consult,2020-05-30,2020-06-08,2020,WI,797,49.0,43.0,0.06
128062,68376,Morning Consult,2020-05-31,2020-06-09,2020,WI,797,49.0,43.0,0.06
128063,68377,Morning Consult,2020-06-01,2020-06-10,2020,WI,797,49.0,44.0,0.05
128064,68378,Morning Consult,2020-06-02,2020-06-11,2020,WI,797,49.0,44.0,0.05
128065,68379,Morning Consult,2020-06-03,2020-06-12,2020,WI,797,49.0,44.0,0.05
128066,68380,Morning Consult,2020-06-04,2020-06-13,2020,WI,797,49.0,44.0,0.05
128067,68381,Morning Consult,2020-06-05,2020-06-14,2020,WI,797,49.0,44.0,0.05
128068,68382,Morning Consult,2020-06-06,2020-06-15,2020,WI,797,49.0,44.0,0.05
128069,68383,Morning Consult,2020-06-07,2020-06-16,2020,WI,797,49.0,44.0,0.05
128070,68384,Morning Consult,2020-06-08,2020-06-17,2020,WI,797,48.0,45.0,0.03
128071,68385,Morning Consult,2020-06-09,2020-06-18,2020,WI,797,48.0,45.0,0.03
128072,68386,Morning Consult,2020-06-10,2020-06-19,2020,WI,797,48.0,45.0,0.03
128073,68387,Morning Consult,2020-06-11,2020-06-20,2020,WI,797,48.0,45.0,0.03
128074,68388,Morning Consult,2020-06-12,2020-06-21,2020,WI,797,49.0,44.0,0.05
128075,68389,Morning Consult,2020-06-13,2020-06-22,2020,WI,797,49.0,45.0,0.04
128076,68390,Morning Consult,2020-06-14,2020-06-23,2020,WI,797,49.0,45.0,0.04
128077,68391,Morning Consult,2020-06-15,2020-06-24,2020,WI,797,50.0,44.0,0.06
128078,68392,Morning Consult,2020-06-16,2020-06-25,2020,WI,797,49.0,45.0,0.04
128079,68393,Morning Consult,2020-06-17,2020-06-26,2020,WI,797,48.0,45.0,0.03
128080,68394,Morning Consult,2020-06-18,2020-06-27,2020,WI,797,49.0,45.0,0.04
128081,68395,Morning Consult,2020-06-19,2020-06-28,2020,WI,797,49.0,45.0,0.04
128082,68396,Morning Consult,2020-06-20,2020-06-29,2020,WI,797,48.0,46.0,0.02
128083,68397,Morning Consult,2020-06-21,2020-06-30,2020,WI,797,49.0,45.0,0.04
128084,68398,Morning Consult,2020-06-22,2020-07-01,2020,WI,797,49.0,44.0,0.05
128085,68399,Morning Consult,2020-06-23,2020-07-02,2020,WI,797,50.0,44.0,0.06
128086,68400,Morning Consult,2020-06-24,2020-07-03,2020,WI,797,50.0,44.0,0.06
128087,68401,Morning Consult,2020-06-25,2020-07-04,2020,WI,797,50.0,44.0,0.06
128088,68402,Morning Consult,2020-06-26,2020-07-05,2020,WI,797,51.0,43.0,0.08
128089,68403,Morning Consult,2020-06-27,2020-07-06,2020,WI,797,50.0,42.0,0.08
128090,68404,Morning Consult,2020-06-28,2020-07-07,2020,WI,797,51.0,41.0,0.1
128091,68405,Morning Consult,2020-06-29,2020-07-08,2020,WI,797,51.0,41.0,0.1
128092,68406,Morning Consult,2020-06-30,2020-07-09,2020,WI,797,50.0,40.0,0.1
128093,68407,Morning Consult,2020-07-01,2020-07-10,2020,WI,797,51.0,40.0,0.11
128094,68408,Morning Consult,2020-07-02,2020-07-11,2020,WI,797,50.0,40.0,0.1
128095,68409,Morning Consult,2020-07-03,2020-07-12,2020,WI,797,50.0,41.0,0.09
128096,68410,Morning Consult,2020-07-04,2020-07-13,2020,WI,797,50.0,41.0,0.09
128097,68411,Morning Consult,2020-07-05,2020-07-14,2020,WI,797,50.0,41.0,0.09
128098,68412,Morning Consult,2020-07-06,2020-07-15,2020,WI,797,49.0,42.0,0.07
128099,68413,Morning Consult,2020-07-07,2020-07-16,2020,WI,797,49.0,42.0,0.07
128100,68414,Morning Consult,2020-07-08,2020-07-17,2020,WI,797,48.0,44.0,0.04
128101,68415,Morning Consult,2020-07-09,2020-07-18,2020,WI,797,49.0,43.0,0.06
128102,68416,Morning Consult,2020-07-10,2020-07-19,2020,WI,797,48.0,45.0,0.03
128103,68417,Morning Consult,2020-07-11,2020-07-20,2020,WI,797,48.0,46.0,0.02
128104,68418,Morning Consult,2020-07-12,2020-07-21,2020,WI,797,48.0,45.0,0.03
128105,68419,Morning Consult,2020-07-13,2020-07-22,2020,WI,797,47.0,45.0,0.02
128106,68420,Morning Consult,2020-07-14,2020-07-23,2020,WI,797,48.0,44.0,0.04
128107,68421,Morning Consult,2020-07-15,2020-07-24,2020,WI,797,49.0,44.0,0.05
128108,68422,Morning Consult,2020-07-16,2020-07-25,2020,WI,797,49.0,43.0,0.06
128109,68423,Morning Consult,2020-07-18,2020-07-27,2020,WI,797,50.0,43.0,0.07
128110,68424,Morning Consult,2020-07-19,2020-07-28,2020,WI,797,50.0,42.0,0.08
128111,68425,Morning Consult,2020-07-20,2020-07-29,2020,WI,797,50.0,41.0,0.09
128112,68426,Morning Consult,2020-07-21,2020-07-30,2020,WI,797,51.0,42.0,0.09
128113,68427,Morning Consult,2020-07-22,2020-07-31,2020,WI,797,50.0,42.0,0.08
128114,68428,Morning Consult,2020-07-23,2020-08-01,2020,WI,797,51.0,42.0,0.09
128115,68429,Morning Consult,2020-07-24,2020-08-02,2020,WI,797,52.0,41.0,0.11
128116,68430,Morning Consult,2020-07-25,2020-08-03,2020,WI,797,51.0,41.0,0.1
128117,68431,Morning Consult,2020-07-26,2020-08-04,2020,WI,797,51.0,41.0,0.1
128118,68432,Morning Consult,2020-07-27,2020-08-05,2020,WI,797,51.0,41.0,0.1
128119,68433,Morning Consult,2020-07-28,2020-08-06,2020,WI,797,51.0,41.0,0.1
128120,68434,Morning Consult,2020-07-29,2020-08-07,2020,WI,797,51.0,42.0,0.09
128121,68435,Morning Consult,2020-07-30,2020-08-08,2020,WI,797,51.0,43.0,0.08
128122,68436,Morning Consult,2020-07-31,2020-08-09,2020,WI,797,50.0,43.0,0.07
128123,68437,Morning Consult,2020-08-01,2020-08-10,2020,WI,797,50.0,43.0,0.07
128124,68438,Morning Consult,2020-08-02,2020-08-11,2020,WI,797,50.0,42.0,0.08
128125,68439,Morning Consult,2020-08-03,2020-08-12,2020,WI,797,50.0,42.0,0.08
128126,68440,Morning Consult,2020-08-04,2020-08-13,2020,WI,797,50.0,43.0,0.07
128127,68441,Morning Consult,2020-08-05,2020-08-14,2020,WI,797,50.0,43.0,0.07
128128,68442,Morning Consult,2020-08-06,2020-08-15,2020,WI,797,50.0,43.0,0.07
128129,68443,Morning Consult,2020-08-08,2020-08-17,2020,WI,797,48.0,45.0,0.03
128130,68444,Morning Consult,2020-08-09,2020-08-18,2020,WI,797,50.0,43.0,0.07
128131,68445,Morning Consult,2020-08-10,2020-08-19,2020,WI,797,51.0,42.0,0.09
128132,68446,Morning Consult,2020-08-11,2020-08-20,2020,WI,797,51.0,43.0,0.08
128133,68447,Morning Consult,2020-08-12,2020-08-21,2020,WI,797,50.0,43.0,0.07
128134,68448,Morning Consult,2020-08-13,2020-08-22,2020,WI,797,50.0,44.0,0.06
128135,68449,Morning Consult,2020-08-14,2020-08-23,2020,WI,797,51.0,43.0,0.08
128136,68450,Morning Consult,2020-08-15,2020-08-24,2020,WI,797,50.0,43.0,0.07
128137,68451,Morning Consult,2020-08-16,2020-08-25,2020,WI,797,51.0,42.0,0.09
128138,68452,Morning Consult,2020-08-17,2020-08-26,2020,WI,797,52.0,42.0,0.1
128139,68453,Morning Consult,2020-08-18,2020-08-27,2020,WI,797,52.0,42.0,0.1
128140,68454,Morning Consult,2020-08-19,2020-08-28,2020,WI,797,51.0,42.0,0.09
128141,68455,Morning Consult,2020-08-20,2020-08-29,2020,WI,797,51.0,43.0,0.08
128142,68456,Morning Consult,2020-08-22,2020-08-31,2020,WI,819,53.0,42.0,0.11
128143,68457,Morning Consult,2020-08-23,2020-09-01,2020,WI,809,52.0,42.0,0.1
128148,68460,Harper Polling,2020-08-30,2020-09-01,2020,MN,501,48.0,45.0,0.03
128152,68461,Rasmussen Reports/Pulse Opinion Research,2020-08-25,2020-08-27,2020,PA,1000,47.82,48.15,-0.003299999999999983
128156,68464,Monmouth University,2020-08-29,2020-09-01,2020,NC,401,48.0,46.0,0.02
