Poll ID,Observations,Poll start date,Poll end date,State,Democratic,Other,Republican,Undecided,Election date
ipsos-reuters-26407,791,2016-09-30,2016-10-20,KY,41.0,0.0,52.0,7.0,2016-11-08
ipsos-reuters-26407,821,2016-09-30,2016-10-20,VA,49.0,0.0,37.0,14.0,2016-11-08
ipsos-reuters-26407,824,2016-09-30,2016-10-20,OR,46.0,0.0,37.0,17.0,2016-11-08
ipsos-reuters-26407,826,2016-09-30,2016-10-20,GA,41.0,0.0,49.0,10.0,2016-11-08
ipsos-reuters-26407,853,2016-09-30,2016-10-20,MI,45.0,0.0,41.0,14.0,2016-11-08
ipsos-reuters-26407,879,2016-09-30,2016-10-20,FL,48.0,0.0,44.0,8.0,2016-11-08
ipsos-reuters-26407,886,2016-09-30,2016-10-20,NY,54.0,0.0,30.0,16.0,2016-11-08
ipsos-reuters-26407,906,2016-09-30,2016-10-20,NJ,53.0,0.0,32.0,15.0,2016-11-08
ipsos-reuters-26407,1013,2016-09-30,2016-10-20,CA,64.0,0.0,26.0,10.0,2016-11-08
ipsos-reuters-26407,1022,2016-09-30,2016-10-20,PA,49.0,0.0,39.0,12.0,2016-11-08
ipsos-reuters-26407,2687,2016-09-30,2016-10-20,OH,43.0,0.0,43.0,14.0,2016-11-08
ipsos-reuters-26442,1532,2016-10-05,2016-10-12,FL,42.0,9.66666666667,39.0,5.25,2016-11-08
ipsos-reuters-26443,1538,2016-10-06,2016-10-18,AZ,38.5,10.0,44.5,3.75,2016-11-08
ipsos-reuters-26585,264,2016-10-07,2016-10-27,NH,44.0,0.0,40.0,16.0,2016-11-08
ipsos-reuters-26585,274,2016-10-07,2016-10-27,ME,46.0,0.0,39.0,15.0,2016-11-08
ipsos-reuters-26585,294,2016-10-07,2016-10-27,WV,37.0,0.0,56.0,7.0,2016-11-08
ipsos-reuters-26585,297,2016-10-07,2016-10-27,UT,31.0,0.0,44.0,25.0,2016-11-08
ipsos-reuters-26585,332,2016-10-07,2016-10-27,NE,35.0,0.0,50.0,15.0,2016-11-08
ipsos-reuters-26585,390,2016-10-07,2016-10-27,MS,33.0,0.0,52.0,15.0,2016-11-08
ipsos-reuters-26585,391,2016-10-07,2016-10-27,NV,40.0,0.0,40.0,20.0,2016-11-08
ipsos-reuters-26585,474,2016-10-07,2016-10-27,KS,38.0,0.0,52.0,10.0,2016-11-08
ipsos-reuters-26585,505,2016-10-07,2016-10-27,AL,39.0,0.0,51.0,10.0,2016-11-08
ipsos-reuters-26585,547,2016-10-07,2016-10-27,IA,44.0,0.0,42.0,14.0,2016-11-08
ipsos-reuters-26585,555,2016-10-07,2016-10-27,IN,39.0,0.0,54.0,7.0,2016-11-08
ipsos-reuters-26585,563,2016-10-07,2016-10-27,WI,47.0,0.0,42.0,11.0,2016-11-08
ipsos-reuters-26585,591,2016-10-07,2016-10-27,IL,56.0,0.0,35.0,9.0,2016-11-08
ipsos-reuters-26585,593,2016-10-07,2016-10-27,MO,42.0,0.0,48.0,10.0,2016-11-08
ipsos-reuters-26585,596,2016-10-07,2016-10-27,TN,35.0,0.0,43.0,22.0,2016-11-08
ipsos-reuters-26585,598,2016-10-07,2016-10-27,CO,46.0,0.0,43.0,11.0,2016-11-08
ipsos-reuters-26585,604,2016-10-07,2016-10-27,SC,44.0,0.0,49.0,7.0,2016-11-08
ipsos-reuters-26585,621,2016-10-07,2016-10-27,OR,46.0,0.0,38.0,16.0,2016-11-08
ipsos-reuters-26585,627,2016-10-07,2016-10-27,MA,56.0,0.0,27.0,17.0,2016-11-08
ipsos-reuters-26585,640,2016-10-07,2016-10-27,CT,51.0,0.0,36.0,13.0,2016-11-08
ipsos-reuters-26585,649,2016-10-07,2016-10-27,OH,45.0,0.0,45.0,10.0,2016-11-08
ipsos-reuters-26585,681,2016-10-07,2016-10-27,AR,34.0,0.0,53.0,13.0,2016-11-08
ipsos-reuters-26585,705,2016-10-07,2016-10-27,PA,48.0,0.0,46.0,6.0,2016-11-08
ipsos-reuters-26585,716,2016-10-07,2016-10-27,VA,48.0,0.0,39.0,13.0,2016-11-08
ipsos-reuters-26585,728,2016-10-07,2016-10-27,MD,54.0,0.0,34.0,12.0,2016-11-08
ipsos-reuters-26585,774,2016-10-07,2016-10-27,NJ,51.0,0.0,34.0,15.0,2016-11-08
ipsos-reuters-26585,838,2016-10-07,2016-10-27,KY,38.0,0.0,56.0,6.0,2016-11-08
ipsos-reuters-26585,842,2016-10-07,2016-10-27,OK,36.0,0.0,52.0,12.0,2016-11-08
ipsos-reuters-26585,861,2016-10-07,2016-10-27,GA,43.0,0.0,48.0,9.0,2016-11-08
ipsos-reuters-26585,881,2016-10-07,2016-10-27,MN,41.0,0.0,37.0,22.0,2016-11-08
ipsos-reuters-26585,929,2016-10-07,2016-10-27,WA,47.0,0.0,37.0,16.0,2016-11-08
ipsos-reuters-26585,934,2016-10-07,2016-10-27,LA,34.0,0.0,53.0,13.0,2016-11-08
ipsos-reuters-26585,954,2016-10-07,2016-10-27,AZ,43.0,0.0,42.0,15.0,2016-11-08
ipsos-reuters-26585,989,2016-10-07,2016-10-27,NY,52.0,0.0,30.0,18.0,2016-11-08
ipsos-reuters-26585,1110,2016-10-07,2016-10-27,FL,49.0,0.0,45.0,6.0,2016-11-08
ipsos-reuters-26585,1251,2016-10-07,2016-10-27,TX,34.0,0.0,48.0,18.0,2016-11-08
ipsos-reuters-26585,1256,2016-10-07,2016-10-27,MI,41.0,0.0,37.0,22.0,2016-11-08
ipsos-reuters-26585,1285,2016-10-07,2016-10-27,NC,48.0,0.0,44.0,8.0,2016-11-08
ipsos-reuters-26585,1779,2016-10-07,2016-10-27,CA,65.0,0.0,26.0,9.0,2016-11-08
ipsos-reuters-26657,1370,2016-10-06,2016-10-17,MI,40.0,11.6666666667,36.0,6.75,2016-11-08
ipsos-reuters-26658,1200,2016-10-06,2016-10-12,OH,43.5,12.0,40.0,3.25,2016-11-08
ipsos-reuters-26659,1467,2016-10-06,2016-10-17,PA,45.0,9.33333333333,38.5,4.25,2016-11-08
ipsos-reuters-26698,1233,2016-10-06,2016-10-19,NC,45.0,7.66666666667,43.0,3.0,2016-11-08
ipsos-reuters-26743,271,2016-10-14,2016-11-03,NM,45.0,0.0,42.0,13.0,2016-11-08
ipsos-reuters-26743,294,2016-10-14,2016-11-03,ME,45.0,0.0,37.0,18.0,2016-11-08
ipsos-reuters-26743,306,2016-10-14,2016-11-03,NH,46.0,0.0,40.0,14.0,2016-11-08
ipsos-reuters-26743,311,2016-10-14,2016-11-03,ID,30.0,0.0,52.0,18.0,2016-11-08
ipsos-reuters-26743,338,2016-10-14,2016-11-03,NE,31.0,0.0,53.0,16.0,2016-11-08
ipsos-reuters-26743,377,2016-10-14,2016-11-03,MS,34.0,0.0,54.0,12.0,2016-11-08
ipsos-reuters-26743,408,2016-10-14,2016-11-03,WV,35.0,0.0,58.0,7.0,2016-11-08
ipsos-reuters-26743,493,2016-10-14,2016-11-03,AR,39.0,0.0,50.0,11.0,2016-11-08
ipsos-reuters-26743,500,2016-10-14,2016-11-03,UT,33.0,0.0,40.0,27.0,2016-11-08
ipsos-reuters-26743,502,2016-10-14,2016-11-03,KS,38.0,0.0,53.0,9.0,2016-11-08
ipsos-reuters-26743,504,2016-10-14,2016-11-03,AZ,42.0,0.0,48.0,10.0,2016-11-08
ipsos-reuters-26743,508,2016-10-14,2016-11-03,MA,53.0,0.0,37.0,10.0,2016-11-08
ipsos-reuters-26743,516,2016-10-14,2016-11-03,CT,49.0,0.0,41.0,10.0,2016-11-08
ipsos-reuters-26743,531,2016-10-14,2016-11-03,IN,38.0,0.0,53.0,9.0,2016-11-08
ipsos-reuters-26743,551,2016-10-14,2016-11-03,NV,47.0,0.0,42.0,11.0,2016-11-08
ipsos-reuters-26743,571,2016-10-14,2016-11-03,IA,45.0,0.0,44.0,11.0,2016-11-08
ipsos-reuters-26743,578,2016-10-14,2016-11-03,AL,38.0,0.0,55.0,7.0,2016-11-08
ipsos-reuters-26743,607,2016-10-14,2016-11-03,MI,43.0,0.0,43.0,14.0,2016-11-08
ipsos-reuters-26743,613,2016-10-14,2016-11-03,SC,44.0,0.0,49.0,7.0,2016-11-08
ipsos-reuters-26743,618,2016-10-14,2016-11-03,LA,36.0,0.0,53.0,11.0,2016-11-08
ipsos-reuters-26743,626,2016-10-14,2016-11-03,OR,47.0,0.0,38.0,15.0,2016-11-08
ipsos-reuters-26743,641,2016-10-14,2016-11-03,KY,36.0,0.0,59.0,5.0,2016-11-08
ipsos-reuters-26743,652,2016-10-14,2016-11-03,OK,30.0,0.0,60.0,10.0,2016-11-08
ipsos-reuters-26743,660,2016-10-14,2016-11-03,NC,47.0,0.0,48.0,5.0,2016-11-08
ipsos-reuters-26743,662,2016-10-14,2016-11-03,NJ,50.0,0.0,36.0,14.0,2016-11-08
ipsos-reuters-26743,664,2016-10-14,2016-11-03,VA,49.0,0.0,42.0,9.0,2016-11-08
ipsos-reuters-26743,706,2016-10-14,2016-11-03,GA,42.0,0.0,48.0,10.0,2016-11-08
ipsos-reuters-26743,711,2016-10-14,2016-11-03,MD,53.0,0.0,35.0,12.0,2016-11-08
ipsos-reuters-26743,713,2016-10-14,2016-11-03,CO,48.0,0.0,42.0,10.0,2016-11-08
ipsos-reuters-26743,751,2016-10-14,2016-11-03,MN,42.0,0.0,37.0,21.0,2016-11-08
ipsos-reuters-26743,787,2016-10-14,2016-11-03,OH,47.0,0.0,45.0,8.0,2016-11-08
ipsos-reuters-26743,803,2016-10-14,2016-11-03,TN,35.0,0.0,50.0,15.0,2016-11-08
ipsos-reuters-26743,837,2016-10-14,2016-11-03,IL,52.0,0.0,39.0,9.0,2016-11-08
ipsos-reuters-26743,855,2016-10-14,2016-11-03,MO,40.0,0.0,49.0,11.0,2016-11-08
ipsos-reuters-26743,870,2016-10-14,2016-11-03,WA,46.0,0.0,39.0,15.0,2016-11-08
ipsos-reuters-26743,884,2016-10-14,2016-11-03,WI,47.0,0.0,40.0,13.0,2016-11-08
ipsos-reuters-26743,984,2016-10-14,2016-11-03,PA,48.0,0.0,44.0,8.0,2016-11-08
ipsos-reuters-26743,1297,2016-10-14,2016-11-03,TX,40.0,0.0,49.0,11.0,2016-11-08
ipsos-reuters-26743,1342,2016-10-14,2016-11-03,FL,48.0,0.0,47.0,5.0,2016-11-08
ipsos-reuters-26743,1443,2016-10-14,2016-11-03,NY,56.0,0.0,34.0,10.0,2016-11-08
ipsos-reuters-26743,1524,2016-10-14,2016-11-03,CA,60.0,0.0,30.0,10.0,2016-11-08
ipsos-reuters-26806,275,2016-10-17,2016-11-06,NM,41.0,0.0,38.0,21.0,2016-11-08
ipsos-reuters-26806,304,2016-10-17,2016-11-06,ME,42.0,0.0,35.0,23.0,2016-11-08
ipsos-reuters-26806,316,2016-10-17,2016-11-06,NH,44.0,0.0,42.0,14.0,2016-11-08
ipsos-reuters-26806,325,2016-10-17,2016-11-06,ID,30.0,0.0,53.0,17.0,2016-11-08
ipsos-reuters-26806,350,2016-10-17,2016-11-06,NE,32.0,0.0,53.0,15.0,2016-11-08
ipsos-reuters-26806,388,2016-10-17,2016-11-06,MS,36.0,0.0,53.0,11.0,2016-11-08
ipsos-reuters-26806,422,2016-10-17,2016-11-06,WV,34.0,0.0,58.0,8.0,2016-11-08
ipsos-reuters-26806,512,2016-10-17,2016-11-06,MA,53.0,0.0,36.0,11.0,2016-11-08
ipsos-reuters-26806,515,2016-10-17,2016-11-06,AR,38.0,0.0,53.0,9.0,2016-11-08
ipsos-reuters-26806,515,2016-10-17,2016-11-06,CT,50.0,0.0,40.0,10.0,2016-11-08
ipsos-reuters-26806,519,2016-10-17,2016-11-06,KS,38.0,0.0,54.0,8.0,2016-11-08
ipsos-reuters-26806,532,2016-10-17,2016-11-06,UT,33.0,0.0,40.0,27.0,2016-11-08
ipsos-reuters-26806,541,2016-10-17,2016-11-06,IN,38.0,0.0,54.0,8.0,2016-11-08
ipsos-reuters-26806,571,2016-10-17,2016-11-06,NV,45.0,0.0,42.0,13.0,2016-11-08
ipsos-reuters-26806,585,2016-10-17,2016-11-06,AL,38.0,0.0,54.0,8.0,2016-11-08
ipsos-reuters-26806,595,2016-10-17,2016-11-06,IA,44.0,0.0,44.0,12.0,2016-11-08
ipsos-reuters-26806,609,2016-10-17,2016-11-06,MI,46.0,0.0,45.0,9.0,2016-11-08
ipsos-reuters-26806,617,2016-10-17,2016-11-06,SC,44.0,0.0,49.0,7.0,2016-11-08
ipsos-reuters-26806,633,2016-10-17,2016-11-06,LA,36.0,0.0,52.0,12.0,2016-11-08
ipsos-reuters-26806,636,2016-10-17,2016-11-06,OR,47.0,0.0,37.0,16.0,2016-11-08
ipsos-reuters-26806,636,2016-10-17,2016-11-06,VA,46.0,0.0,41.0,13.0,2016-11-08
ipsos-reuters-26806,650,2016-10-17,2016-11-06,NC,46.0,0.0,47.0,7.0,2016-11-08
ipsos-reuters-26806,651,2016-10-17,2016-11-06,KY,38.0,0.0,58.0,4.0,2016-11-08
ipsos-reuters-26806,658,2016-10-17,2016-11-06,NJ,48.0,0.0,38.0,14.0,2016-11-08
ipsos-reuters-26806,664,2016-10-17,2016-11-06,OK,30.0,0.0,61.0,9.0,2016-11-08
ipsos-reuters-26806,691,2016-10-17,2016-11-06,GA,42.0,0.0,48.0,10.0,2016-11-08
ipsos-reuters-26806,696,2016-10-17,2016-11-06,CO,48.0,0.0,42.0,10.0,2016-11-08
ipsos-reuters-26806,720,2016-10-17,2016-11-06,MD,56.0,0.0,34.0,10.0,2016-11-08
ipsos-reuters-26806,762,2016-10-17,2016-11-06,MN,44.0,0.0,36.0,20.0,2016-11-08
ipsos-reuters-26806,775,2016-10-17,2016-11-06,OH,47.0,0.0,46.0,7.0,2016-11-08
ipsos-reuters-26806,781,2016-10-17,2016-11-06,IL,51.0,0.0,39.0,10.0,2016-11-08
ipsos-reuters-26806,823,2016-10-17,2016-11-06,TN,36.0,0.0,50.0,14.0,2016-11-08
ipsos-reuters-26806,836,2016-10-17,2016-11-06,MO,40.0,0.0,48.0,12.0,2016-11-08
ipsos-reuters-26806,842,2016-10-17,2016-11-06,WI,46.0,0.0,40.0,14.0,2016-11-08
ipsos-reuters-26806,857,2016-10-17,2016-11-06,AZ,42.0,0.0,47.0,11.0,2016-11-08
ipsos-reuters-26806,863,2016-10-17,2016-11-06,WA,47.0,0.0,38.0,15.0,2016-11-08
ipsos-reuters-26806,955,2016-10-17,2016-11-06,PA,48.0,0.0,45.0,7.0,2016-11-08
ipsos-reuters-26806,1213,2016-10-17,2016-11-06,TX,39.0,0.0,49.0,12.0,2016-11-08
ipsos-reuters-26806,1274,2016-10-17,2016-11-06,FL,48.0,0.0,47.0,5.0,2016-11-08
ipsos-reuters-26806,1383,2016-10-17,2016-11-06,NY,51.0,0.0,33.0,16.0,2016-11-08
ipsos-reuters-26806,1393,2016-10-17,2016-11-06,CA,59.0,0.0,32.0,9.0,2016-11-08
jmc-analytics-r-24470,624,2016-05-05,2016-05-06,LA,36.0,4.0,52.0,8.0,2016-11-08
jmc-analytics-r-24864,700,2016-07-09,2016-07-10,FL,42.0,3.0,47.0,8.0,2016-11-08
jmc-analytics-r-25682,905,2016-09-22,2016-09-24,LA,35.0,4.0,45.0,13.0,2016-11-08
jmc-analytics-r-8-news-now-26189,600,2016-10-10,2016-10-13,NV,43.0,7.0,41.0,9.0,2016-11-08
jmc-analytics-r-8-news-now-26638,600,2016-10-28,2016-11-01,NV,45.0,7.0,45.0,4.0,2016-11-08
jmc-analytics-r-fleming-26208,800,2016-10-11,2016-10-15,LA,38.0,2.5,45.0,12.0,2016-11-08
kcts-9-crosscut-washington-26512,750,2016-10-06,2016-10-13,WA,53.0,0.0,39.0,11.0,2016-11-08
keating-d-25892,602,2016-09-27,2016-09-29,CO,44.0,13.5,33.0,6.0,2016-11-08
keating-d-onsight-public-affairs-26725,605,2016-11-02,2016-11-03,CO,43.0,9.33333333333,38.0,6.0,2016-11-08
lake-research-d-24267,400,2016-03-31,2016-04-03,GA,50.0,0.0,37.0,10.0,2016-11-08
landmark-r-26355,1400,2016-10-11,2016-10-12,GA,42.0,4.0,48.0,6.0,2016-11-08
landmark-r-26356,600,2016-10-20,2016-10-20,GA,43.0,5.0,47.0,5.0,2016-11-08
landmark-r-rosetta-stone-26789,1200,2016-11-06,2016-11-06,GA,46.0,3.0,49.0,2.0,2016-11-08
landmark-r-rosetta-stone-wsb-tv-24452,570,2016-05-05,2016-05-05,GA,41.0,0.0,42.0,16.0,2016-11-08
landmark-r-rosetta-stone-wsb-tv-24966,500,2016-07-24,2016-07-24,GA,44.0,7.0,45.0,2.0,2016-11-08
landmark-r-rosetta-stone-wsb-tv-25041,787,2016-08-01,2016-08-01,GA,46.0,5.0,46.0,3.0,2016-11-08
landmark-r-rosetta-stone-wsb-tv-25657,600,2016-09-21,2016-09-22,GA,43.0,6.0,47.0,5.0,2016-11-08
landmark-r-rosetta-stone-wsb-tv-26739,1000,2016-11-02,2016-11-03,GA,46.0,4.0,48.0,2.0,2016-11-08
loras-college-24806,600,2016-06-24,2016-06-28,IA,46.0,9.0,32.0,7.75,2016-11-08
loras-college-25527,600,2016-09-13,2016-09-16,IL,45.0,6.66666666667,31.5,6.75,2016-11-08
loras-college-25661,491,2016-09-20,2016-09-22,IA,40.0,12.5,40.0,6.0,2016-11-08
loras-college-26083,500,2016-10-04,2016-10-05,WI,45.0,12.5,36.0,5.25,2016-11-08
loras-college-26605,600,2016-10-26,2016-10-27,IL,46.5,4.66666666667,35.5,7.66666666667,2016-11-08
loras-college-26706,500,2016-10-31,2016-11-01,WI,44.0,9.0,38.0,9.0,2016-11-08
loras-college-26735,500,2016-11-01,2016-11-03,IA,44.0,6.0,43.0,3.5,2016-11-08
lucid-the-times-picayune-26225,1123,2016-10-07,2016-10-10,IN,37.0,13.0,43.0,7.0,2016-11-08
lucid-the-times-picayune-26226,1457,2016-10-07,2016-10-10,PA,47.0,9.0,38.0,7.0,2016-11-08
lucid-the-times-picayune-26376,1304,2016-10-07,2016-10-10,OH,44.0,9.0,39.0,9.0,2016-11-08
lucid-the-times-picayune-26377,917,2016-10-07,2016-10-10,IA,41.0,12.0,37.0,9.0,2016-11-08
lucid-the-times-picayune-26403,892,2016-10-17,2016-10-18,FL,45.0,8.0,39.0,8.0,2016-11-08
lucid-the-times-picayune-26404,807,2016-10-17,2016-10-18,GA,44.0,9.0,40.0,8.0,2016-11-08
lucid-the-times-picayune-26405,924,2016-10-17,2016-10-18,NC,42.0,10.0,41.0,7.0,2016-11-08
lucid-the-times-picayune-26406,802,2016-10-17,2016-10-18,VA,43.0,12.0,38.0,8.0,2016-11-08
lucid-the-times-picayune-26616,614,2016-10-15,2016-10-21,LA,40.0,5.0,43.0,7.0,2016-11-08
lucid-the-times-picayune-26642,567,2016-10-28,2016-11-01,NM,39.0,24.0,31.0,7.0,2016-11-08
lucid-the-times-picayune-26643,892,2016-10-28,2016-11-01,NV,45.0,9.0,38.0,7.0,2016-11-08
lucid-the-times-picayune-26644,972,2016-10-28,2016-11-01,CO,44.0,12.0,37.0,8.0,2016-11-08
lucid-the-times-picayune-26645,1113,2016-10-28,2016-11-01,AZ,41.0,11.0,42.0,6.0,2016-11-08
magellan-r-25419,500,2016-08-29,2016-08-31,CO,41.0,15.0,36.0,3.0,2016-11-08
magellan-r-26256,500,2016-10-12,2016-10-13,CO,40.0,15.5,35.0,3.0,2016-11-08
magellan-r-26678,500,2016-11-01,2016-11-02,CO,44.0,9.0,38.0,3.5,2016-11-08
marketing-resource-group-r-22759,600,2015-09-09,2015-09-14,MI,43.0,0.0,40.0,0.0,2016-11-08
marketing-resource-group-r-23917,600,2016-02-22,2016-02-27,MI,44.0,4.0,39.0,4.33333333333,2016-11-08
marketing-resource-group-r-24926,800,2016-07-11,2016-07-15,MI,34.0,5.0,29.0,10.3333333333,2016-11-08
marketing-resource-group-r-26365,600,2016-10-16,2016-10-19,MI,41.0,7.0,36.0,4.0,2016-11-08
marquette-law-school-22596,802,2015-08-13,2015-08-16,WI,51.0,10.0,35.0,2.0,2016-11-08
marquette-law-school-22823,803,2015-09-24,2015-09-28,WI,50.0,9.0,36.0,2.0,2016-11-08
marquette-law-school-23197,803,2015-11-12,2015-11-15,WI,48.0,9.0,38.0,2.5,2016-11-08
marquette-law-school-23623,806,2016-01-21,2016-01-24,WI,47.0,9.0,38.0,3.0,2016-11-08
marquette-law-school-23872,802,2016-02-18,2016-02-21,WI,48.0,11.0,37.0,3.0,2016-11-08
marquette-law-school-24172,1405,2016-03-24,2016-03-28,WI,47.0,12.0,37.0,2.5,2016-11-08
marquette-law-school-24685,666,2016-06-09,2016-06-12,WI,46.0,6.5,37.0,2.0,2016-11-08
marquette-law-school-24879,665,2016-07-07,2016-07-10,WI,44.0,8.66666666667,39.0,2.16666666667,2016-11-08
marquette-law-school-25118,683,2016-08-04,2016-08-07,WI,49.5,7.5,35.5,1.16666666667,2016-11-08
marquette-law-school-25304,650,2016-08-25,2016-08-28,WI,43.0,9.0,40.0,1.8,2016-11-08
marquette-law-school-25601,642,2016-09-15,2016-09-18,WI,42.5,9.0,40.0,1.83333333333,2016-11-08
marquette-law-school-26150,878,2016-10-06,2016-10-09,WI,45.0,11.6,39.5,1.5,2016-11-08
marquette-law-school-26627,1255,2016-10-26,2016-10-31,WI,46.0,3.33333333333,40.0,1.33333333333,2016-11-08
mason-dixon-24213,625,2016-03-28,2016-03-30,MS,43.0,0.0,46.0,11.0,2016-11-08
mason-dixon-24606,625,2016-05-31,2016-06-02,FL,45.0,6.0,42.0,7.0,2016-11-08
mason-dixon-24994,625,2016-07-23,2016-07-24,MO,41.0,5.0,40.0,9.0,2016-11-08
mason-dixon-25811,820,2016-09-27,2016-09-29,FL,46.0,8.0,42.0,4.0,2016-11-08
mason-dixon-26434,400,2016-10-18,2016-10-20,SD,37.0,7.0,44.0,6.0,2016-11-08
mason-dixon-fox-8-raycom-26371,625,2016-10-17,2016-10-19,LA,34.0,1.5,54.0,9.0,2016-11-08
mason-dixon-post-dispatch-26518,625,2016-10-24,2016-10-26,MO,42.0,2.0,47.0,7.0,2016-11-08
mason-dixon-star-tribune-23574,800,2016-01-18,2016-01-20,MN,43.0,0.0,38.0,19.0,2016-11-08
mason-dixon-star-tribune-25521,625,2016-09-12,2016-09-14,MN,44.0,4.0,38.0,10.0,2016-11-08
mason-dixon-star-tribune-26415,625,2016-10-20,2016-10-22,MN,47.0,2.66666666667,39.0,6.0,2016-11-08
massinc-wbur-24505,501,2016-05-12,2016-05-15,NH,44.0,7.0,42.0,7.0,2016-11-08
massinc-wbur-25055,609,2016-07-29,2016-08-01,NH,47.0,11.0,32.0,4.5,2016-11-08
massinc-wbur-25478,506,2016-09-07,2016-09-10,MA,57.0,13.0,29.5,4.0,2016-11-08
massinc-wbur-25810,502,2016-09-27,2016-09-29,NH,44.5,18.5,36.5,4.66666666667,2016-11-08
massinc-wbur-26171,501,2016-10-10,2016-10-12,NH,43.5,15.5,39.5,4.33333333333,2016-11-08
massinc-wbur-26223,502,2016-10-13,2016-10-16,MA,55.5,9.66666666667,29.5,7.5,2016-11-08
massinc-wbur-26646,500,2016-10-29,2016-11-01,NH,40.5,15.0,42.0,4.66666666667,2016-11-08
mercyhurst-university-24092,421,2016-03-01,2016-03-11,PA,43.0,4.0,35.0,6.33333333333,2016-11-08
mercyhurst-university-25723,420,2016-09-12,2016-09-23,PA,42.0,7.0,41.0,5.5,2016-11-08
merrill-westgroup-24105,701,2016-03-07,2016-03-11,AZ,38.0,9.0,38.0,15.0,2016-11-08
michigan-state-university-26626,746,2016-09-01,2016-10-30,MI,49.5,13.4,30.0,4.5,2016-11-08
mitchell-research-r-fox-2-detroit-22603,1310,2015-08-10,2015-08-10,MI,39.0,0.0,40.0,0.0,2016-11-08
mitchell-research-r-fox-2-detroit-22826,1483,2015-09-18,2015-09-18,MI,42.0,0.0,42.0,0.0,2016-11-08
mitchell-research-r-fox-2-detroit-mahp-24986,600,2016-07-05,2016-07-11,MI,40.0,0.0,34.0,27.0,2016-11-08
monmouth-university-24572,703,2016-05-23,2016-05-27,NJ,37.5,6.5,32.5,8.25,2016-11-08
monmouth-university-24854,408,2016-07-07,2016-07-10,NV,45.0,5.0,41.0,4.0,2016-11-08
monmouth-university-24862,401,2016-07-08,2016-07-11,IA,42.0,7.5,44.0,6.0,2016-11-08
monmouth-university-24875,404,2016-07-09,2016-07-12,CO,48.0,8.0,35.0,7.0,2016-11-08
monmouth-university-25187,402,2016-08-12,2016-08-15,FL,48.0,7.0,39.0,5.0,2016-11-08
monmouth-university-25197,403,2016-08-13,2016-08-16,IN,36.0,11.0,47.0,5.0,2016-11-08
monmouth-university-25232,402,2016-08-18,2016-08-21,OH,43.0,10.0,39.0,8.0,2016-11-08
monmouth-university-25240,401,2016-08-19,2016-08-22,MO,43.0,4.5,44.0,5.0,2016-11-08
monmouth-university-25250,401,2016-08-20,2016-08-23,NC,44.0,8.0,42.0,6.0,2016-11-08
monmouth-university-25294,402,2016-08-26,2016-08-29,PA,48.0,7.0,40.0,4.0,2016-11-08
monmouth-university-25303,404,2016-08-27,2016-08-30,WI,43.0,9.0,38.0,8.0,2016-11-08
monmouth-university-25488,406,2016-09-11,2016-09-13,NV,42.0,9.0,44.0,3.0,2016-11-08
monmouth-university-25504,404,2016-09-12,2016-09-14,IA,37.0,10.0,45.0,6.0,2016-11-08
monmouth-university-25528,401,2016-09-15,2016-09-18,GA,42.0,9.0,45.0,5.0,2016-11-08
monmouth-university-25584,400,2016-09-16,2016-09-19,FL,46.0,7.0,41.0,5.0,2016-11-08
monmouth-university-25596,400,2016-09-17,2016-09-20,NH,47.0,11.0,38.0,3.0,2016-11-08
monmouth-university-25839,400,2016-09-29,2016-10-02,CO,49.0,9.0,38.0,3.0,2016-11-08
monmouth-university-25951,402,2016-09-30,2016-10-03,PA,50.0,6.5,40.0,2.0,2016-11-08
monmouth-university-25969,405,2016-10-01,2016-10-04,OH,44.0,6.0,42.0,6.0,2016-11-08
monmouth-university-26146,406,2016-10-09,2016-10-11,MO,41.0,2.66666666667,46.0,5.0,2016-11-08
monmouth-university-26160,403,2016-10-10,2016-10-12,UT,28.0,30.0,34.0,6.0,2016-11-08
monmouth-university-26175,402,2016-10-11,2016-10-13,IN,41.0,10.0,45.0,5.0,2016-11-08
monmouth-university-26251,413,2016-10-14,2016-10-17,NV,47.0,8.5,40.0,3.0,2016-11-08
monmouth-university-26274,403,2016-10-15,2016-10-18,WI,47.0,7.5,40.0,5.0,2016-11-08
monmouth-university-26395,402,2016-10-20,2016-10-23,NC,47.0,5.0,46.0,2.0,2016-11-08
monmouth-university-26428,401,2016-10-21,2016-10-24,AZ,45.0,5.5,46.0,3.0,2016-11-08
monmouth-university-26447,401,2016-10-22,2016-10-25,NH,46.0,8.0,42.0,4.0,2016-11-08
monmouth-university-26574,402,2016-10-27,2016-10-30,IN,39.0,6.0,50.0,5.0,2016-11-08
monmouth-university-26600,405,2016-10-28,2016-10-31,MO,38.0,2.33333333333,52.0,4.0,2016-11-08
monmouth-university-26625,403,2016-10-29,2016-11-01,PA,48.0,4.0,44.0,3.0,2016-11-08
monmouth-university-26671,402,2016-10-30,2016-11-02,UT,31.0,29.0,37.0,2.0,2016-11-08
moore-r-murkowski-25407,500,2016-08-27,2016-08-29,AK,29.0,14.0,39.0,8.5,2016-11-08
moore-r-murkowski-26093,500,2016-09-13,2016-09-15,AK,31.0,13.0,39.0,8.0,2016-11-08
moore-r-murkowski-26094,500,2016-10-05,2016-10-06,AK,34.0,12.0,37.0,9.0,2016-11-08
